Laurine	French
lekture	French
litterær	French
lokale	French
lokalisere	French
loyal	French
lukrativ	French
luksuriøs	French
løjtnant	French
magasin	French
maksime	French
mannequin	French
march	French
marchere	French
Margot	French
Marion	French
markis	French
markise	French
marmelade	French
massakre	French
massakrere	French
massør	French
massøse	French
materiel	French
mayonnaise	French
medalje	French
medaljon	French
melodiøs	French
menage	French
menage a trois	French
menu	French
metier	French
Michelle	French
migræne	French
militær	French
miljø	French
milliard	French
million	French
mode	French
mole	French
molestere	French
monetær	French
montage	French
moræne	French
moské	French
motion	French
motiv	French
motivation	French
musket	French
musketer	French
møbel	French
nervøs	French
nevø	French
nikotin	French
niveau	French
nomade	French
nonchalant	French
novelle	French
observatør	French
odør	French
offensiv	French
omelet	French
onkel	French
ordonnans	French
ordre	French
organisme	French
ouverture	French
palet	French
palisade	French
palæ	French
panere	French
paraply	French
parcel	French
parfume	French
parfumere	French
parti	French
paryk	French
pas	French
passabel	French
passager	French
pate	French
paté	French
pauver	French
pavillon	French
pendant	French
penibel	French
perfid	French
persienne	French
perspektiv	French
petit mal	French
pingvin	French
pittoresk	French
pjece	French
planche	French
plateau	French
point	French
pointe	French
pomfrit	French
pomme frite	French
populær	French
porcelæn	French
portefølje	French
portemonnæ	French
post	French
primitiv	French
princip	French
produktiv	French
proper	French
rabat	French
race	French
raffinere	French
ragout	French
rang	French
rapport	French
razzia	French
realisere	French
realist	French
reciprok	French
redaktør	French
reel	French
refræn	French
regissør	French
relief	French
religiøs	French
remoulade	French
rendezvous	French
rentabel	French
reportage	French
republik	French
ressource	French
rest	French
restaurant	French
resultat	French
resume	French
resurse	French
revanche	French
revy	French
risalamande	French
rokade	French
rokere	French
rosé	French
roulade	French
ræson	French
ræsonnere	French
sabotage	French
sadisme	French
salut	French
sanitær	French
seksuel	French
sidste skrig	French
sinecure	French
smoking	French
social	French
socialist	French
sonde	French
sort	French
sovs	French
sterilisere	French
succes	French
suveræn	French
taburet	French
talje	French
tante	French
teint	French
teokrati	French
terrasse	French
territorial	French
terræn	French
toilet	French
trist	French
trubadur	French
træf	French
træn	French
tur	French
unik	French
vasal	French
vase	French
vinaigrette	French
vis-a-vis	French
vulgær	French
à la	French
afdeling	German
anbefale	German
anerkende	German
anføre	German
ankomst	German
anse	German
antistof	German
apparat	German
arbejde	German
arbejdsløs	German
arte	German
Athen	German
athener	German
athenienser	German
atheniensisk	German
athensk	German
athenæer	German
athenæisk	German
attisk	German
bakkenbarter	German
bambus	German
bande	German
bengel	German
berg	German
besserwisser	German
bibringe	German
bilde	German
billig	German
billige	German
binde an	German
blitz	German
blokfløjte	German
bremse	German
brille	German
bøffel	German
bøs	German
charmant	German
chokolade	German
cobalt	German
das	German
DDR	German
disse	German
dufte	German
dur	German
dus	German
ebbe	German
egenart	German
egenhændig	German
Elben	German
elfenben	German
episk	German
erfare	German
erkende	German
europæer	German
europæisk	German
fabrik	German
familie	German
fej	German
fejre	German
fest	German
fif	German
flamme	German
flonel	German
flor	German
forehavende	German
forhåbentlig	German
forlag	German
forskertse	German
fortfarende	German
frakke	German
Frans	German
franskmand	German
frikadelle	German
frosch	German
fukssvans	German
fuldstændig	German
gast	German
gebrokken	German
gehejm	German
gejst	German
gejstlig	German
gelænder	German
giraf	German
gletsjer	German
gruppe	German
Gunda	German
hang	German
Hans	German
Hartmann	German
heks	German
hektisk	German
herkomst	German
Hertha	German
Homer	German
homoseksuel	German
husgeråd	German
hytte	German
håndgemæng	German
hækle	German
interessere	German
Interlaken	German
Italien	German
italiener	German
italiensk	German
juvel	German
kakkel	German
kant	German
kappe	German
kaput	German
kartoffel	German
kel	German
kere	German
klassiker	German
klassisk	German
klods	German
knejpe	German
